id_respondent,weight_main,ses_gender,ses_age,ses_age_category,ses_language,ses_ethnicity,ses_education,ses_income_household,ses_occupation,ses_region,ses_born_canada,ses_marital_status,ses_union_member,ses_household_size,ses_homeowner,ses_children_home,ses_religion,ses_religiosity,ses_region_administrative,tech_sample_type,ses_spouse_union_member,op_interest_politics,op_follow_campaign,op_care_election_outcome,op_satisfaction_democracy,op_trust_government,op_politics_too_complicated,behav_vote_turnout_2007,behav_vote_choice_provincial,behav_vote_choice_federal,behav_vote_certainty,behav_vote_decision_timing,behav_vote_considered_other_party,behav_campaign_interest,behav_vote_frequency,behav_contacted_by_party,behav_tried_convince_others,behav_attended_political_events,behav_political_donation,behav_signed_petition,behav_boycott_products,behav_protest_participation,behav_union_household,behav_party_identification_provincial,behav_party_identification_federal,op_rating_leader_1,op_rating_leader_2,op_rating_leader_3,op_rating_leader_4,op_rating_leader_5,op_rating_entity_1,op_rating_entity_2,op_rating_entity_3,op_rating_entity_4,op_rating_entity_5,op_rating_institution_1,op_rating_institution_2,op_sovereignty,op_referendum_vote,op_referendum_certainty,op_issue_position_1,op_issue_position_2,op_issue_position_3,op_attitude_1,op_attitude_2,op_voting_duty,op_attitude_4,op_government_responsiveness,op_mps_lose_touch,op_attitude_7,op_attitude_8,op_government_intervention,op_left_right_position,op_redistribution,op_environment_economy,op_attitude_minorities,op_immigration_level,op_attitude_13,op_attitude_14,op_attitude_15,op_attitude_16,op_attitude_17,op_issue_importance_1,op_issue_importance_2,op_issue_importance_3
1814,0.3911031782627105,female,58.0,55_64,french,canadian_quebecois,high_school,under_20k,self_employed,1,1.0,divorced_separated,,,0.0,no_children,other_christian,0.5,other_regions,type_2,,1.0,0.67,1.0,0.67,0.33,0.33,1.0,plq,ndp,0.33,0.75,0.67,0.33,0.5,0.67,1.0,0.0,1.0,0.0,1.0,0.33,1.0,adq,conservative,,0.5,0.5,,,0.2,,0.8,,,0.0,0.6,0.0,1.0,0.33,0.0,0.67,0.67,0.67,0.0,,,,,,0.0,,0.6,0.6,0.2,0.6,0.6,0.6,,0.6,,0.6,0.17,0.17,0.67
1815,0.926587700843811,female,25.0,18_24,french,canadian_quebecois,bachelor,over_150k,,15,1.0,widowed,1.0,5_plus_persons,0.0,children_under_18,other_religion,0.5,other_regions,type_2,,0.67,1.0,0.67,1.0,1.0,0.67,1.0,qs,liberal,0.67,1.0,1.0,0.33,1.0,0.67,0.67,0.67,1.0,0.0,1.0,0.33,1.0,other,bloc,0.2,0.4,0.3,0.8,0.9,0.1,0.3,0.2,0.8,0.5,0.5,0.5,0.0,1.0,0.33,,0.67,1.0,0.33,0.33,1.0,0.33,0.67,0.67,0.67,0.33,,0.4,,0.2,0.4,0.4,0.4,0.4,,,0.4,,0.33,0.5
1816,1.1921813488006592,female,28.0,25_34,french,canadian_quebecois,college_cegep,under_20k,student,4,1.0,widowed,1.0,3_4_persons,0.0,children_under_18,other_christian,0.5,monteregie,type_2,,0.67,0.67,0.33,1.0,0.33,0.33,1.0,plq,other,0.33,0.75,1.0,0.33,1.0,0.33,0.67,0.67,1.0,0.0,0.0,0.67,1.0,adq,green,0.25,0.35,0.8,0.45,0.75,0.25,0.45,0.85,0.5,,0.5,0.75,0.0,1.0,0.67,1.0,1.0,0.33,0.67,0.67,1.0,0.67,0.67,0.67,0.67,0.33,0.6,0.6,0.6,0.2,0.6,0.6,0.6,0.8,0.6,0.6,0.6,0.67,0.67,0.67
1817,0.5570399761199951,female,40.0,35_44,french,canadian_quebecois,college_cegep,60k_to_80k,employed,12,1.0,divorced_separated,1.0,3_4_persons,0.0,no_children,other_christian,0.5,quebec_city,type_2,,1.0,0.67,0.33,0.67,1.0,1.0,1.0,qs,liberal,0.67,0.5,0.67,0.33,0.5,0.0,0.67,0.33,1.0,0.0,1.0,0.33,1.0,adq,liberal,0.7,0.4,0.9,0.1,0.0,0.4,0.15,0.95,0.2,0.1,0.0,0.9,0.0,1.0,0.0,0.67,0.67,0.67,0.33,1.0,1.0,0.33,1.0,0.67,0.33,0.0,0.6,0.6,0.4,0.2,0.4,0.6,0.8,0.8,0.6,0.6,0.6,0.67,0.67,0.67
1818,1.330445408821106,female,24.0,18_24,french,canadian_quebecois,bachelor,100k_to_120k,employed,16,1.0,divorced_separated,1.0,5_plus_persons,0.0,no_children,catholic,0.5,quebec_city,type_2,,0.67,1.0,0.33,0.33,0.33,1.0,1.0,adq,other,0.67,0.5,0.33,0.33,0.5,0.33,0.67,0.33,1.0,0.0,,0.67,1.0,plq,ndp,0.8,0.2,0.6,,,0.7,0.3,0.3,,,0.6,0.8,,0.0,0.0,0.33,0.67,0.33,0.33,1.0,0.67,0.0,1.0,0.67,0.67,0.67,1.0,1.0,1.0,0.2,,,0.8,0.8,,0.6,1.0,1.0,0.83,0.67
1819,1.2265689373016355,female,27.0,25_34,french,canadian_quebecois,high_school,,employed,8,1.0,divorced_separated,0.0,2_persons,0.0,no_children,protestant,0.0,other_regions,type_2,,0.67,0.33,0.33,0.67,0.67,0.67,1.0,plq,,0.67,0.75,0.67,0.67,,1.0,0.67,0.33,1.0,0.0,0.0,0.67,1.0,,,0.3,0.8,0.8,0.2,,0.4,0.6,0.6,,,0.92,0.75,1.0,1.0,,0.0,0.0,0.67,0.33,0.0,0.33,0.67,0.67,0.67,0.0,0.67,0.6,0.6,,0.6,0.8,0.6,0.6,0.6,0.8,,0.6,0.67,0.67,0.67
1820,0.2214419990777969,female,58.0,55_64,english,canadian_quebecois,college_cegep,80k_to_100k,employed,6,0.0,divorced_separated,1.0,2_persons,1.0,children_under_18,catholic,0.0,montreal,type_2,,1.0,1.0,0.67,0.67,0.33,0.67,1.0,adq,liberal,0.67,0.75,0.67,,0.5,0.33,0.67,0.67,0.0,,0.0,0.33,0.0,plq,,0.5,0.0,,0.0,,0.7,,,,,0.25,,0.0,1.0,1.0,,1.0,0.33,,1.0,1.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,0.8,0.8,,,1.0,1.0,,0.17
1821,1.4374099969863892,male,66.0,65_plus,french,canadian_quebecois,bachelor,40k_to_60k,,16,1.0,widowed,1.0,3_4_persons,1.0,no_children,protestant,0.5,other_regions,type_2,,0.67,0.67,0.33,0.67,0.33,0.67,1.0,plq,bloc,0.33,0.5,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,adq,green,0.0,0.5,0.5,0.0,0.0,0.1,0.6,0.5,,,0.5,1.0,0.0,1.0,0.33,0.33,1.0,0.67,0.33,0.67,1.0,0.0,0.67,0.67,0.67,1.0,0.8,0.6,,,,0.6,0.8,0.8,0.8,,,0.67,0.67,0.67
1822,1.4374099969863892,male,67.0,65_plus,french,canadian_quebecois,college_cegep,20k_to_40k,employed,16,1.0,divorced_separated,0.0,2_persons,0.0,children_18_plus,,,montreal,type_2,0.0,0.67,0.0,0.0,0.33,0.0,0.0,1.0,adq,conservative,0.0,0.5,0.33,0.0,0.5,1.0,1.0,0.33,1.0,1.0,1.0,0.67,0.0,plq,ndp,0.25,0.0,0.1,,,0.02,0.0,0.15,,,0.0,1.0,1.0,0.0,0.0,0.67,0.33,0.33,0.67,1.0,1.0,0.0,0.0,0.67,0.33,0.67,,0.6,,,1.0,1.0,1.0,0.6,0.6,,,0.67,0.67,0.67
1823,0.3672607839107513,male,60.0,55_64,english,canadian_quebecois,graduate,,self_employed,7,0.0,divorced_separated,,,0.0,children_under_18,catholic,0.5,montreal,type_2,,1.0,1.0,1.0,1.0,1.0,0.67,0.0,adq,liberal,0.33,1.0,0.67,0.67,0.5,1.0,1.0,0.33,0.0,,1.0,0.33,1.0,,,0.6,0.3,0.0,0.0,0.8,0.6,0.3,0.0,,,0.6,0.6,0.0,1.0,0.0,0.67,1.0,0.67,1.0,1.0,1.0,0.0,0.0,1.0,0.67,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
1824,1.1921813488006592,female,34.0,25_34,french,canadian_quebecois,graduate,100k_to_120k,employed,33,1.0,divorced_separated,1.0,5_plus_persons,0.0,children_under_18,,,outaouais,type_2,0.0,0.67,0.67,0.33,1.0,0.33,0.33,1.0,adq,liberal,,0.5,0.33,0.0,0.5,1.0,0.67,0.33,0.0,0.0,0.0,0.67,0.0,adq,green,0.6,0.0,0.75,,0.75,0.6,0.0,0.75,0.0,0.6,0.1,0.75,0.0,1.0,0.0,,0.67,0.67,0.33,1.0,0.33,0.0,0.67,0.67,0.33,0.0,,0.6,0.6,0.2,0.6,0.6,0.6,0.6,0.6,,0.6,,0.33,0.67
1825,1.1798489093780518,female,46.0,45_54,french,canadian_quebecois,college_cegep,under_20k,unemployed,15,1.0,divorced_separated,1.0,2_persons,0.0,children_under_18,,,other_regions,type_2,1.0,1.0,1.0,1.0,1.0,0.67,0.67,,plq,other,0.33,1.0,1.0,0.67,0.5,0.67,0.67,0.33,0.0,0.0,1.0,0.67,1.0,,,0.25,0.25,0.8,,0.5,0.1,0.1,0.6,,,0.5,0.5,0.0,1.0,0.0,0.33,0.67,0.33,0.33,1.0,1.0,0.33,1.0,1.0,1.0,0.33,0.6,0.6,0.6,0.2,0.6,0.6,0.8,0.8,0.6,1.0,0.6,0.67,0.67,0.67
1826,0.5400015711784363,female,61.0,55_64,french,canadian_quebecois,college_cegep,under_20k,self_employed,7,1.0,married,0.0,1_person,1.0,children_under_18,catholic,0.5,quebec_city,type_2,,1.0,0.67,0.67,0.33,1.0,0.33,1.0,plq,bloc,0.67,0.75,1.0,0.67,0.5,1.0,1.0,0.33,1.0,0.0,1.0,0.33,1.0,plq,ndp,0.4,0.0,0.25,0.02,0.01,0.0,0.0,0.05,0.0,,0.2,0.5,,0.0,0.0,0.33,1.0,0.67,0.33,1.0,1.0,0.0,0.33,0.33,0.33,0.0,,1.0,1.0,,,0.6,1.0,0.6,1.0,,0.6,0.17,0.17,0.17
1827,1.1798489093780518,female,46.0,45_54,french,canadian_quebecois,high_school,under_20k,employed,16,1.0,widowed,,,0.0,children_under_18,protestant,,other_regions,type_2,,0.67,0.67,0.67,0.67,0.33,0.0,1.0,plq,other,0.67,0.75,0.33,0.33,1.0,1.0,1.0,0.33,1.0,0.0,,0.33,,pq,,0.5,0.7,0.7,,,0.5,0.7,0.7,,,0.5,0.9,0.0,1.0,0.67,,,0.33,0.33,0.67,1.0,0.33,,,,0.0,0.8,0.8,0.8,0.8,0.8,0.6,0.8,0.8,0.8,0.8,0.8,0.83,0.83,0.83
1828,0.5570399761199951,female,44.0,35_44,french,canadian_quebecois,high_school,20k_to_40k,,12,1.0,widowed,1.0,3_4_persons,0.0,children_under_18,protestant,,montreal,type_2,,0.67,,,,0.67,,1.0,pq,other,0.67,0.5,0.67,0.67,,0.67,0.67,,1.0,0.0,1.0,,1.0,pq,ndp,0.0,0.5,0.5,,,0.0,0.5,0.5,,,0.5,0.75,,,0.0,,,0.67,0.33,,1.0,,0.33,0.67,0.67,0.33,0.8,,,,,0.8,0.8,0.8,0.8,,0.8,0.83,0.83,0.67
1829,2.216895818710327,female,39.0,35_44,french,canadian_quebecois,high_school,under_20k,,5,1.0,divorced_separated,,1_person,1.0,,,,,type_2,1.0,1.0,1.0,0.67,0.67,,0.67,1.0,plq,other,,1.0,1.0,0.67,,0.67,0.33,0.33,0.0,0.0,,0.67,1.0,,,,,,,,,,,,,,0.98,,0.0,,0.33,0.67,0.67,0.33,0.33,,0.67,,0.67,0.67,0.33,,,,,,,,,,,,,,
1830,0.8468688726425171,male,62.0,55_64,french,canadian_quebecois,college_cegep,20k_to_40k,,9,1.0,single,0.0,2_persons,1.0,no_children,catholic,0.0,quebec_city,type_2,,1.0,1.0,0.0,0.33,1.0,0.33,1.0,plq,conservative,0.67,0.5,1.0,0.67,0.5,1.0,1.0,0.0,1.0,1.0,1.0,0.67,0.0,plq,,0.6,0.0,0.0,0.5,0.1,0.8,0.01,0.6,,,0.1,0.5,0.0,1.0,1.0,1.0,0.67,0.33,1.0,0.33,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,0.6,,,0.6,1.0,1.0,,1.0,0.6,1.0,1.0,1.0
1831,1.119264006614685,male,24.0,18_24,english,other,bachelor,under_20k,retired,6,0.0,widowed,1.0,2_persons,1.0,both,catholic,0.5,montreal,type_2,,0.67,1.0,0.33,1.0,0.33,0.67,1.0,plq,ndp,1.0,0.0,0.67,0.67,0.5,1.0,1.0,0.0,1.0,1.0,1.0,0.33,1.0,plq,green,0.75,0.35,0.3,0.15,0.85,0.7,0.5,0.35,0.15,,0.78,0.8,0.0,1.0,0.0,0.67,0.0,0.67,1.0,1.0,1.0,0.0,1.0,0.67,1.0,0.0,0.2,1.0,1.0,0.2,0.4,0.8,0.8,0.8,1.0,1.0,1.0,1.0,1.0,1.0
1832,0.4301224946975708,female,21.0,18_24,french,canadian_quebecois,college_cegep,under_20k,retired,12,1.0,divorced_separated,1.0,,0.0,children_18_plus,protestant,1.0,other_regions,type_2,,1.0,1.0,0.33,1.0,0.67,0.67,1.0,plq,bloc,1.0,1.0,1.0,0.33,1.0,0.33,0.67,0.33,1.0,0.0,,0.67,0.0,pq,green,0.0,1.0,0.5,0.8,0.9,0.0,0.8,0.5,0.9,0.9,0.7,0.7,1.0,,1.0,0.33,1.0,0.0,0.33,0.67,1.0,0.33,0.0,1.0,0.67,0.67,0.4,0.8,0.8,0.2,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.83,0.83,0.5
1833,1.6519296169281006,female,44.0,35_44,french,canadian_quebecois,high_school,under_20k,employed,11,1.0,divorced_separated,0.0,,1.0,,,,montreal,type_2,,1.0,1.0,1.0,1.0,0.67,1.0,,plq,ndp,0.67,1.0,1.0,1.0,0.5,0.67,0.67,0.33,,0.0,,,1.0,,,0.5,0.5,,,,0.4,0.5,0.4,,,0.2,0.6,,,,,1.0,,1.0,,,,,0.67,1.0,0.0,,,,,,,,,1.0,,,,,
1834,1.4374099969863892,male,,,french,canadian_quebecois,college_cegep,80k_to_100k,employed,13,1.0,widowed,0.0,,0.0,children_under_18,,,quebec_city,type_2,0.0,1.0,0.67,0.67,0.33,1.0,0.67,1.0,plq,ndp,0.67,0.75,0.67,0.67,1.0,0.67,1.0,0.33,1.0,0.0,1.0,0.67,0.0,adq,,0.4,0.1,0.7,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.3,0.5,1.0,,0.0,0.67,1.0,0.67,0.67,0.33,1.0,0.0,0.67,0.67,0.33,0.33,0.6,0.6,0.6,,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.67,0.67,0.67
1835,1.330445408821106,female,21.0,18_24,french,canadian_quebecois,bachelor,under_20k,retired,6,1.0,divorced_separated,1.0,3_4_persons,0.0,children_under_18,other_religion,1.0,other_regions,type_2,,0.67,1.0,0.67,1.0,0.33,0.33,1.0,plq,other,1.0,1.0,1.0,0.0,1.0,0.33,0.33,0.33,1.0,0.0,,0.67,0.0,qs,conservative,0.4,0.8,0.6,0.9,0.6,0.4,0.8,0.6,0.9,0.6,,0.5,,,0.67,,0.33,0.33,,0.67,1.0,,0.0,0.33,0.33,0.0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,,0.4,0.5,0.5,0.5
1836,0.5400015711784363,female,61.0,55_64,french,canadian_quebecois,graduate,,employed,24,1.0,divorced_separated,,3_4_persons,,children_under_18,,,,type_2,1.0,1.0,1.0,0.67,0.67,0.67,0.33,1.0,adq,liberal,0.33,0.75,0.67,0.67,0.5,0.33,0.67,0.33,0.0,,,0.67,0.0,,,,,,,,,,,,,0.6,0.75,0.0,1.0,0.0,0.67,0.67,0.33,0.33,1.0,1.0,,0.67,0.67,0.67,0.67,1.0,,,0.2,0.4,0.6,,,,1.0,,,,0.67
1837,0.1564060449600219,male,63.0,55_64,french,canadian_quebecois,graduate,40k_to_60k,self_employed,3,1.0,,,2_persons,0.0,,,,,type_2,1.0,0.33,1.0,0.67,0.67,1.0,0.33,1.0,adq,conservative,0.33,0.75,0.67,0.67,,0.67,0.67,0.67,1.0,0.0,,0.67,1.0,,,0.6,0.7,0.7,,0.5,,,,,,0.5,0.8,,1.0,0.33,0.67,0.67,,0.33,,1.0,0.0,,1.0,1.0,0.33,,,1.0,0.2,0.4,0.6,0.8,,,0.6,,,0.67,0.67
1838,0.6765576601028442,male,62.0,55_64,french,canadian_quebecois,bachelor,40k_to_60k,self_employed,7,1.0,widowed,1.0,5_plus_persons,0.0,children_under_18,protestant,1.0,other_regions,type_2,,0.0,0.67,0.0,0.67,1.0,0.0,1.0,adq,liberal,1.0,1.0,0.67,1.0,1.0,0.67,0.67,0.67,1.0,0.0,0.0,0.67,0.0,pq,bloc,0.2,0.8,0.1,0.4,,0.35,0.45,0.4,0.5,0.1,0.5,0.5,0.0,1.0,0.33,1.0,0.33,0.0,0.33,0.67,1.0,0.0,0.33,0.67,0.67,0.0,,0.8,0.8,0.8,0.4,0.8,0.8,0.8,0.8,0.6,0.4,0.17,0.0,0.67
1839,0.5400015711784363,female,64.0,55_64,french,canadian_quebecois,bachelor,40k_to_60k,self_employed,8,1.0,widowed,,5_plus_persons,1.0,no_children,other_religion,0.5,other_regions,type_2,,0.67,0.67,0.33,0.67,0.67,0.33,1.0,plq,ndp,0.0,1.0,1.0,0.67,,0.67,1.0,0.0,1.0,0.0,1.0,0.33,1.0,pq,ndp,0.3,0.65,0.95,0.97,0.9,0.45,0.82,0.9,0.96,0.92,0.9,0.8,0.0,1.0,0.33,0.33,0.67,0.67,0.33,0.33,1.0,0.33,0.67,0.67,0.33,0.0,0.4,0.4,0.6,0.2,0.4,0.6,0.4,0.4,0.4,0.6,0.6,0.33,0.5,0.67
1840,0.6606233716011047,male,42.0,35_44,french,canadian_quebecois,bachelor,60k_to_80k,employed,3,1.0,widowed,,5_plus_persons,1.0,children_under_18,,,quebec_city,type_2,0.0,0.67,0.67,0.0,0.67,0.33,0.0,1.0,adq,liberal,0.0,0.0,1.0,0.0,,0.67,0.67,0.33,1.0,0.0,,0.67,1.0,adq,,0.5,0.25,0.8,0.0,0.1,0.5,0.0,0.8,0.0,0.0,0.25,,1.0,1.0,0.0,0.33,0.0,0.0,0.33,0.33,1.0,0.0,0.67,1.0,1.0,0.67,0.6,1.0,0.6,0.2,0.6,0.6,0.6,,0.6,0.6,0.6,0.67,0.67,0.67
1841,0.1318823248147964,female,60.0,55_64,french,canadian_quebecois,college_cegep,under_20k,self_employed,12,1.0,divorced_separated,1.0,3_4_persons,0.0,children_under_18,,,quebec_city,type_2,1.0,1.0,1.0,1.0,1.0,0.67,0.33,1.0,plq,ndp,0.67,1.0,1.0,0.67,1.0,0.33,1.0,0.33,1.0,0.0,,0.67,1.0,adq,conservative,,,0.8,,,,0.5,0.8,,,,,0.0,1.0,0.67,0.33,0.67,,0.33,0.33,1.0,0.0,0.67,0.67,0.67,1.0,,0.8,0.6,0.2,0.4,0.6,0.6,0.8,0.6,,0.6,,0.67,0.67
1842,0.926587700843811,female,26.0,25_34,french,canadian_quebecois,college_cegep,over_150k,employed,16,1.0,divorced_separated,,5_plus_persons,0.0,no_children,protestant,0.5,other_regions,type_2,,1.0,1.0,0.67,1.0,0.67,0.67,1.0,plq,conservative,0.67,0.75,0.33,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.33,1.0,pq,green,0.0,0.85,0.6,,0.5,0.3,0.5,0.3,,,0.95,0.95,1.0,,1.0,0.67,1.0,0.67,0.33,0.67,1.0,,0.33,0.33,0.33,0.0,,0.8,0.6,0.2,0.8,0.6,0.8,0.8,0.8,,0.8,0.83,,0.83
1843,0.4079344272613525,female,63.0,55_64,french,canadian_quebecois,bachelor,20k_to_40k,self_employed,15,1.0,divorced_separated,1.0,2_persons,1.0,children_under_18,,,montreal,type_2,0.0,1.0,1.0,0.67,0.67,0.67,0.33,1.0,plq,other,1.0,0.75,1.0,0.33,0.5,0.67,0.67,0.67,0.0,0.0,0.0,0.67,1.0,,,0.5,0.0,0.5,0.1,0.1,0.5,0.0,0.5,,,0.15,0.5,1.0,1.0,0.0,0.0,1.0,0.67,0.33,1.0,1.0,0.0,0.33,0.0,0.67,0.0,1.0,1.0,1.0,1.0,0.6,0.6,1.0,0.6,0.6,1.0,0.6,1.0,1.0,0.67
1844,1.5367439985275269,male,30.0,25_34,french,canadian_quebecois,college_cegep,60k_to_80k,employed,26,1.0,widowed,1.0,,0.0,no_children,protestant,0.5,other_regions,type_2,,1.0,1.0,0.67,1.0,0.67,0.0,1.0,plq,conservative,0.67,0.5,0.67,0.67,1.0,0.67,0.67,0.33,1.0,,1.0,1.0,,adq,conservative,0.6,0.7,0.8,0.5,0.55,0.5,0.7,0.85,0.75,0.6,0.75,0.8,1.0,,0.33,0.33,0.67,0.33,0.67,0.33,1.0,0.0,0.67,1.0,1.0,0.33,0.6,0.8,0.6,0.2,0.4,0.8,0.8,0.8,0.6,0.6,0.4,0.0,0.0,0.5
1845,0.5101058483123779,male,21.0,18_24,french,canadian_quebecois,college_cegep,40k_to_60k,employed,3,1.0,widowed,,5_plus_persons,0.0,no_children,other_christian,0.5,monteregie,type_2,,1.0,1.0,0.67,0.0,0.33,0.67,1.0,plq,conservative,0.0,0.0,0.0,1.0,0.5,1.0,0.33,0.0,1.0,1.0,1.0,0.33,1.0,adq,,0.09,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,0.0,0.6,0.0,1.0,0.0,,0.0,0.33,0.33,0.0,,0.0,1.0,0.0,1.0,0.0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.67,0.67,0.67
1846,0.1564060449600219,male,60.0,55_64,french,canadian_quebecois,high_school,20k_to_40k,student,12,1.0,widowed,0.0,3_4_persons,1.0,children_under_18,catholic,0.5,quebec_city,type_2,,0.67,0.67,0.67,0.67,0.67,0.33,1.0,plq,bloc,0.0,0.75,0.67,0.67,0.5,0.33,0.67,0.33,1.0,0.0,1.0,0.67,0.0,,,0.08,0.0,0.05,0.0,0.0,0.08,0.0,0.06,0.04,0.04,0.5,0.75,0.0,0.0,0.0,0.0,0.67,0.67,0.33,1.0,0.33,0.33,0.67,0.67,0.67,0.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67
1847,1.7230206727981567,female,39.0,35_44,french,canadian_quebecois,college_cegep,20k_to_40k,student,6,1.0,widowed,0.0,5_plus_persons,0.0,no_children,,,,type_2,0.0,0.67,0.67,0.0,0.67,1.0,1.0,,plq,conservative,0.67,0.5,0.33,0.33,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,,,0.0,0.5,0.5,0.3,0.0,0.0,0.5,0.5,,,0.0,0.3,0.0,,0.33,0.0,,0.33,0.67,0.0,1.0,0.67,0.33,0.33,0.33,0.0,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.8,0.8,0.8,,0.67,0.67,0.83
1848,0.7158807516098022,male,58.0,55_64,french,canadian_quebecois,college_cegep,20k_to_40k,self_employed,17,1.0,widowed,1.0,3_4_persons,0.0,no_children,other_christian,0.5,outaouais,type_2,,0.67,0.33,0.67,0.67,0.33,0.33,1.0,plq,ndp,0.67,0.75,0.67,0.67,0.5,1.0,1.0,0.33,1.0,0.0,1.0,0.67,1.0,adq,conservative,0.2,0.6,0.6,0.3,0.4,0.2,0.3,0.7,0.3,0.1,0.2,0.3,0.0,1.0,0.33,0.0,0.67,0.33,0.33,0.33,1.0,0.0,0.67,0.67,0.67,0.33,0.6,,,0.2,0.4,0.6,0.8,0.8,0.6,0.6,0.4,0.67,0.67,0.5
1849,0.2995596826076507,female,31.0,25_34,french,canadian_quebecois,college_cegep,40k_to_60k,,12,1.0,widowed,1.0,3_4_persons,1.0,no_children,other_christian,1.0,quebec_city,type_2,,1.0,1.0,0.67,0.67,0.67,1.0,1.0,plq,ndp,0.33,1.0,1.0,0.33,0.5,0.67,0.67,0.33,0.0,0.0,0.0,0.67,1.0,adq,,0.1,0.5,0.95,,,0.55,0.5,0.95,,,0.0,0.55,0.0,1.0,0.33,0.67,0.67,0.33,0.67,0.33,1.0,0.67,1.0,0.33,0.33,0.33,0.6,0.6,0.6,0.2,0.6,0.6,0.8,0.8,0.6,0.6,0.6,0.67,0.67,0.67
1850,0.6664856672286987,female,73.0,65_plus,english,canadian_quebecois,bachelor,,self_employed,25,0.0,widowed,1.0,5_plus_persons,0.0,both,catholic,0.5,montreal,type_2,,1.0,1.0,0.67,1.0,1.0,0.67,1.0,adq,conservative,1.0,0.75,0.67,0.67,0.5,0.0,0.33,0.33,0.0,,,0.33,0.0,plq,,0.75,0.0,0.6,,0.5,0.75,0.2,0.5,,,0.8,0.8,1.0,1.0,0.0,0.67,0.67,0.0,0.33,1.0,0.67,0.33,0.67,1.0,0.33,0.67,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
1851,0.5029883980751038,female,30.0,25_34,other,canadian_quebecois,bachelor,under_20k,retired,6,0.0,divorced_separated,1.0,2_persons,0.0,children_18_plus,catholic,0.0,outaouais,type_2,,0.67,1.0,0.67,1.0,0.67,0.33,1.0,qs,ndp,1.0,0.5,0.67,0.67,0.5,0.67,0.67,0.67,0.0,0.0,,0.67,0.0,plq,,0.8,0.25,0.3,0.0,0.6,0.7,0.5,0.6,,,0.6,0.6,1.0,0.0,0.0,0.33,0.67,0.33,0.33,1.0,0.33,0.0,0.0,0.67,1.0,0.33,1.0,0.8,,0.2,1.0,1.0,,,1.0,,1.0,1.0,0.67,
1852,0.3911031782627105,female,59.0,55_64,french,canadian_quebecois,college_cegep,40k_to_60k,self_employed,2,1.0,common_law,1.0,2_persons,0.0,children_under_18,catholic,0.5,quebec_city,type_2,,0.67,0.67,0.33,0.33,0.0,0.0,1.0,plq,ndp,0.0,0.75,0.67,0.0,0.5,1.0,1.0,0.0,1.0,0.0,1.0,0.67,1.0,plq,ndp,0.75,0.0,0.1,0.05,0.0,0.75,0.05,0.1,0.1,0.0,0.1,0.25,0.0,1.0,0.0,0.0,0.67,0.33,1.0,1.0,1.0,0.67,0.67,0.33,0.67,0.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.17,0.17
1853,1.956773042678833,male,47.0,45_54,french,canadian_quebecois,college_cegep,over_150k,employed,25,1.0,divorced_separated,,,0.0,children_under_18,other_christian,0.5,quebec_city,type_2,,1.0,1.0,0.33,0.67,0.67,0.33,1.0,plq,conservative,0.67,0.5,0.67,0.0,,0.33,0.67,0.67,0.0,0.0,0.0,0.67,1.0,adq,,0.4,0.25,0.7,,,0.5,0.5,0.9,,,0.4,0.5,0.0,1.0,0.0,0.67,1.0,0.33,0.33,1.0,0.67,0.0,0.67,0.67,1.0,0.33,0.6,0.6,,,,0.6,,0.6,0.6,,0.6,0.67,,0.67
1854,0.2995596826076507,female,27.0,25_34,french,canadian_quebecois,college_cegep,40k_to_60k,homemaker,3,1.0,widowed,1.0,5_plus_persons,0.0,children_under_18,protestant,1.0,other_regions,type_2,,1.0,0.67,0.67,1.0,1.0,0.33,1.0,pq,liberal,1.0,0.75,1.0,0.67,1.0,0.33,0.33,0.33,1.0,0.0,1.0,0.67,1.0,pq,green,0.8,0.95,0.0,0.0,0.8,0.4,0.6,0.8,0.6,0.8,0.8,0.8,0.0,1.0,0.33,0.33,0.67,0.0,0.67,0.67,1.0,0.0,0.0,0.67,0.33,0.67,0.8,0.8,0.8,0.8,0.8,0.6,0.8,0.8,0.8,0.8,0.8,0.83,0.83,0.67
